School ID	Term Code	Course Registration Number
913275589	2203	8586
913312912	2203	3524
913312912	2203	3529
913318307	2203	2309
913318307	2203	2310
913318307	2203	3870
913318307	2203	6662
913318307	2203	6860
913318307	2203	6901
913342409	2203	6949
913356306	2203	1270
913356306	2203	1876
913147266	2203	5377
913231012	2203	6399
913231012	2203	6867
913312912	2203	5543
913342409	2203	10036
913478675	2203	2844
913478675	2203	3872
913478675	2203	7086
913478675	2203	9688
913478675	2203	10520
913552918	2203	1429
913552918	2203	1768
913552918	2203	2799
913552918	2203	3614
913552918	2203	3975
913552918	2203	10749
913563409	2203	2197
913563409	2203	2203
913563890	2203	2008
913563890	2203	3078
913576708	2203	2371
913576708	2203	3888
913576708	2203	5163
913576708	2203	6662
913576708	2203	6958
913580725	2203	2610
913580725	2203	3246
913620245	2203	7741
913620245	2203	7800
913715756	2203	9070
913715756	2203	10128
913715756	2203	10546
913563409	2203	10181
913563890	2203	7541
913563890	2203	9466
913580725	2203	9398
913690406	2203	3491
913690406	2203	3510
913690406	2203	4004
913765286	2203	8314
913765286	2203	10247
913774152	2203	3660
913774152	2203	6427
913774152	2203	7786
913795056	2203	1705
913795056	2203	1710
913795056	2203	1714
913800750	2203	1403
913800750	2203	3098
913800750	2203	6867
913800750	2203	8513
913826464	2203	10657
913828011	2203	1206
913828011	2203	6849
913828011	2203	7073
913828011	2203	7114
913828011	2203	8591
913834277	2203	1984
913834277	2203	2550
913834277	2203	5291
913834277	2203	6644
913834277	2203	6915
913836916	2203	2106
913836916	2203	2116
913836916	2203	4578
913849461	2203	10428
913859133	2203	5001
913859133	2203	6908
913859133	2203	10451
913860576	2203	3246
913860576	2203	3937
913860576	2203	5335
913860576	2203	8651
913860576	2203	9401
915016042	2203	1721
915016042	2203	1722
915016042	2203	9574
915051389	2203	3026
915051389	2203	4572
915051389	2203	7025
915051389	2203	7090
915064038	2203	2736
915064038	2203	2747
915064038	2203	5076
915064636	2203	1348
915064636	2203	1349
915064636	2203	5622
915064636	2203	5647
915064636	2203	7111
915064636	2203	8819
915064688	2203	10812
915064688	2203	10813
915081666	2203	10957
915083707	2203	4301
915083707	2203	10177
915098696	2203	2995
915098696	2203	7498
915098696	2203	7543
915098696	2203	10009
915098696	2203	10011
915113451	2203	2611
915113451	2203	10568
915115089	2203	3584
915115089	2203	3586
915115089	2203	3590
915115089	2203	3591
915115089	2203	3592
915115089	2203	3593
915115089	2203	9033
915121966	2203	2416
915133835	2203	3393
915133835	2203	3394
915133835	2203	3400
915133835	2203	5327
915133835	2203	7505
915133835	2203	10139
915178763	2203	1438
915178763	2203	1439
915185640	2203	6644
915185640	2203	8119
915198042	2203	9270
915198042	2203	9364
915198042	2203	9368
915198042	2203	9480
915092781	2203	3272
915092781	2203	3273
915092781	2203	3942
915092781	2203	10249
915092781	2203	10251
915092781	2203	10310
915121966	2203	5657
915121966	2203	5785
915121966	2203	6544
915139568	2203	2852
915139568	2203	2918
915139568	2203	10963
915175500	2203	1754
915175500	2203	1780
915175500	2203	8810
915178763	2203	5472
915178763	2203	6608
915178763	2203	6609
915192621	2203	3252
915192621	2203	6176
915228969	2203	8087
915228969	2203	8089
915228969	2203	8096
915228969	2203	8895
915228969	2203	10172
915240864	2203	2532
915240864	2203	2533
915240864	2203	5786
915247780	2203	9323
915247780	2203	9324
915247780	2203	9325
915247780	2203	9326
915259259	2203	3238
915259259	2203	8403
915259259	2203	8501
915259259	2203	10510
915261599	2203	6644
915261599	2203	7087
915262158	2203	1891
915262158	2203	8546
915262158	2203	9684
915262158	2203	9697
915268359	2203	3742
915268359	2203	6813
915268359	2203	7712
915268359	2203	7733
915268359	2203	7985
915268359	2203	8653
915277576	2203	9502
915277576	2203	9583
915277576	2203	9584
915294151	2203	2201
915294151	2203	2202
915294151	2203	6428
915294151	2203	7775
915306397	2203	1359
915306397	2203	1369
915306397	2203	3437
915306397	2203	3448
915306397	2203	9211
915307892	2203	2518
915307892	2203	3862
915307892	2203	9679
915310505	2203	3455
915310505	2203	3955
915310505	2203	8453
915310505	2203	10132
915311727	2203	1201
915311727	2203	9273
915311727	2203	9298
915338871	2203	1404
915338871	2203	2606
915338871	2203	3200
915338871	2203	3939
915338871	2203	9620
915358384	2203	3538
915358384	2203	10264
915358384	2203	10269
915360373	2203	7188
915360373	2203	7189
915360373	2203	7190
915360373	2203	7294
915362622	2203	3602
915362622	2203	6843
915362622	2203	7073
915362622	2203	8310
915377546	2203	2998
915377546	2203	3016
915377546	2203	6072
915377546	2203	6074
915377546	2203	10100
915536367	2203	6063
915402103	2203	2563
915402103	2203	3437
915402103	2203	5374
915402103	2203	6336
915436189	2203	2546
915436189	2203	2798
915436189	2203	8272
915436189	2203	8324
915436189	2203	9653
915450892	2203	2831
915450892	2203	2937
915450892	2203	2940
915450892	2203	2942
915450892	2203	10295
915476034	2203	2938
915476034	2203	2945
915476034	2203	3193
915476034	2203	3939
915485199	2203	3436
915485199	2203	5143
915485199	2203	6597
915485199	2203	9206
915485199	2203	9355
915485199	2203	9356
915506896	2203	6875
915510757	2203	2995
915510757	2203	6568
915510757	2203	6592
915510757	2203	6742
915526630	2203	7569
915526630	2203	9548
915544349	2203	7096
915544349	2203	9578
915544349	2203	9580
915858494	2203	1768
915858494	2203	1781
915858494	2203	1782
915506896	2203	7800
915506896	2203	7948
915506896	2203	9612
915549978	2203	6907
915549978	2203	10558
915619385	2203	1649
915619385	2203	3080
915619385	2203	9686
915728377	2203	4592
915728377	2203	6690
915728377	2203	9500
915738894	2203	9323
915738894	2203	9324
915738894	2203	9325
915738894	2203	9326
915762385	2203	1003
915762385	2203	1007
915762385	2203	9273
915762385	2203	9304
915764140	2203	2006
915764140	2203	2013
915764140	2203	5440
915764140	2203	8755
915764140	2203	9059
915768560	2203	8325
915768560	2203	8490
915769509	2203	2967
915769509	2203	2969
915772226	2203	1470
915772226	2203	1528
915775151	2203	3189
915775151	2203	6532
915777920	2203	2594
915777920	2203	2611
915777920	2203	6732
915777920	2203	6857
915780052	2203	4746
915780052	2203	6768
915793494	2203	5434
915793494	2203	6302
915793494	2203	9212
915794027	2203	1320
915794027	2203	1322
915794027	2203	5398
915794781	2203	1180
915794781	2203	5785
915794781	2203	8144
915794781	2203	9656
915799591	2203	2116
915799591	2203	6084
915799591	2203	8264
915799591	2203	10461
915802373	2203	2611
915802373	2203	9199
915802373	2203	10018
915812500	2203	3455
915812500	2203	3669
915812500	2203	5014
915812500	2203	6719
915812500	2203	6742
915812500	2203	8137
915819182	2203	9552
915819182	2203	9595
915824057	2203	2594
915824057	2203	2831
915824057	2203	3447
915824057	2203	3956
915824057	2203	10381
915826462	2203	9323
915826462	2203	9324
915826462	2203	9325
915826462	2203	9326
915826462	2203	9875
915826462	2203	10806
915828035	2203	4391
915828035	2203	5438
915828035	2203	8732
915828100	2203	2204
915828100	2203	2995
915828100	2203	3934
915828100	2203	6742
915828100	2203	8424
915831987	2203	3455
915831987	2203	4908
915831987	2203	5374
915831987	2203	5387
915831987	2203	10132
915831987	2203	10384
915831987	2203	10385
915840424	2203	1434
915840424	2203	1435
915840424	2203	2883
915840424	2203	4673
915840424	2203	7947
915840424	2203	8137
915840957	2203	1315
915840957	2203	1316
915840957	2203	1333
915840957	2203	7111
915841568	2203	3188
915841568	2203	3191
915841568	2203	5297
915841568	2203	5933
915841568	2203	6599
915845039	2203	3951
915845039	2203	3952
915845039	2203	5476
915845039	2203	8420
915845039	2203	8421
915845039	2203	9292
915847522	2203	2707
915847522	2203	2708
915847522	2203	2709
915847522	2203	7810
915847522	2203	9273
915848679	2203	6804
915848679	2203	10244
915858494	2203	7247
915736372	2203	4388
915736372	2203	4390
915736372	2203	5572
915736372	2203	10425
915766844	2203	6646
915766844	2203	6654
915766844	2203	7085
915766844	2203	8118
915798291	2203	10528
915815555	2203	5172
915815555	2203	8080
915815555	2203	8084
915815555	2203	10615
915847665	2203	8497
915847665	2203	10103
915861445	2203	1358
915861445	2203	3231
915861445	2203	10358
915862147	2203	1407
915862147	2203	1408
915862147	2203	4673
915869687	2203	7458
915869687	2203	7984
915869687	2203	8430
915869687	2203	8879
915874874	2203	1320
915874874	2203	1322
915874874	2203	5375
915874874	2203	7111
915876694	2203	8497
915876694	2203	10997
915884338	2203	8000
915884338	2203	8001
915884338	2203	8062
915891202	2203	7114
915891202	2203	8304
915891202	2203	8364
915893477	2203	6765
915893477	2203	7047
915893477	2203	10313
915896168	2203	1733
915917644	2203	2371
915921011	2203	2882
915921011	2203	3583
915921011	2203	5582
915921011	2203	10844
915921856	2203	3862
915921856	2203	4719
915921856	2203	7751
915921856	2203	7823
915921856	2203	9778
915928265	2203	1645
915928265	2203	5947
915928265	2203	6436
915928265	2203	8633
915928265	2203	9715
915947830	2203	5236
915947830	2203	6957
915947830	2203	7032
915947830	2203	7548
915947830	2203	7869
915948935	2203	2797
915948935	2203	9273
915948935	2203	9324
915948935	2203	9325
915948935	2203	9370
915948935	2203	10444
915948935	2203	10806
915950365	2203	9274
915950365	2203	9324
915950365	2203	9325
915950365	2203	9327
915950365	2203	9370
915952172	2203	2902
915952172	2203	2904
915952172	2203	3674
915952172	2203	5169
915952172	2203	8053
915952172	2203	8054
915958256	2203	1752
915958256	2203	1754
915958256	2203	3958
915958256	2203	9100
915958256	2203	9401
915963014	2203	1647
915963014	2203	3013
915963014	2203	3017
915963014	2203	10100
915975585	2203	1315
915975585	2203	1317
915975585	2203	1348
915975585	2203	1349
915975585	2203	1382
915975585	2203	1383
915975585	2203	6835
915975585	2203	7949
915977249	2203	6415
915977249	2203	7120
915977249	2203	10218
915977249	2203	10274
915977522	2203	3212
915977522	2203	10418
915977522	2203	10430
915983866	2203	3236
915983866	2203	3951
915983866	2203	3952
915983866	2203	5948
915983866	2203	8420
915983866	2203	8421
915983866	2203	8810
915985647	2203	1629
915985647	2203	5582
915985647	2203	6257
915985647	2203	10100
915985647	2203	10537
915989157	2203	2804
915989157	2203	5152
915989157	2203	5193
915989157	2203	5211
915989157	2203	7779
915989157	2203	10294
915999037	2203	1411
915999037	2203	1412
915999037	2203	1421
915999037	2203	4673
915999037	2203	7509
916001871	2203	6811
916001871	2203	6813
916001871	2203	6939
916001871	2203	7114
916004354	2203	2333
916004354	2203	2343
916004354	2203	2345
916004822	2203	3631
916004822	2203	3632
916004822	2203	3643
916037543	2203	5039
916157988	2203	1881
916157988	2203	3669
916157988	2203	8080
916157988	2203	8084
916157988	2203	8895
915862147	2203	7509
915878865	2203	9499
915878865	2203	9505
915878865	2203	9528
915878865	2203	9597
915896168	2203	6867
915896168	2203	8503
915896168	2203	10263
915896168	2203	10499
915917644	2203	7810
915917644	2203	8643
915917644	2203	9208
915917644	2203	9209
915917644	2203	10386
915970528	2203	2836
915970528	2203	2844
915970528	2203	2852
915970528	2203	7997
915970528	2203	7998
915985855	2203	9323
915985855	2203	9324
915985855	2203	9325
915985855	2203	9326
915985855	2203	9370
916004354	2203	6170
916004354	2203	6931
916007006	2203	9211
916007006	2203	9323
916007006	2203	9324
916007006	2203	9325
916007006	2203	9326
916016912	2203	1628
916016912	2203	1645
916016912	2203	3013
916016912	2203	9371
916016912	2203	10266
916025830	2203	8916
916029912	2203	2777
916029912	2203	2783
916029912	2203	2790
916035463	2203	1775
916035463	2203	5659
916035463	2203	6023
916035463	2203	6024
916038336	2203	6568
916043276	2203	6629
916043276	2203	6645
916043276	2203	6998
916043276	2203	6999
916043276	2203	10023
916043276	2203	10025
916053351	2203	2532
916053351	2203	8039
916053351	2203	10158
916053351	2203	10160
916060839	2203	4984
916060839	2203	5205
916060839	2203	8590
916060839	2203	9749
916063309	2203	1373
916063309	2203	5780
916063309	2203	8424
916063309	2203	10003
916063309	2203	10339
916087996	2203	2522
916087996	2203	2524
916087996	2203	7977
916087996	2203	8631
916087996	2203	10157
916089751	2203	2197
916089751	2203	2203
916089751	2203	10181
916118637	2203	5204
916118637	2203	5605
916118637	2203	5620
916118637	2203	6568
916118637	2203	8302
916123382	2203	6645
916123382	2203	6649
916123382	2203	7973
916131104	2203	2525
916131104	2203	3438
916131104	2203	3859
916131104	2203	7723
916131104	2203	9215
916131195	2203	3195
916131195	2203	5948
916131195	2203	6844
916131195	2203	6845
916131195	2203	8810
916131195	2203	10115
916135459	2203	2831
916135459	2203	8112
916148927	2203	1404
916148927	2203	1780
916148927	2203	4673
916148927	2203	6713
916153269	2203	5252
916153269	2203	7541
916153269	2203	7553
916153269	2203	7555
916182363	2203	2828
916182363	2203	2829
916182363	2203	7086
916182363	2203	7153
916183793	2203	9246
916184547	2203	7208
916184547	2203	7222
916184547	2203	7236
916195324	2203	3090
916195324	2203	7114
916195324	2203	9680
916195324	2203	10999
916197508	2203	3247
916197508	2203	5691
916197508	2203	8403
916197508	2203	8501
916197508	2203	9405
916197508	2203	9406
916197508	2203	10521
916204177	2203	6012
916204177	2203	6947
916205776	2203	1436
916205776	2203	1437
916227083	2203	2532
916227083	2203	8810
916035463	2203	7773
916035463	2203	7776
916035463	2203	8837
916035463	2203	8838
916077271	2203	4549
916077271	2203	5664
916077271	2203	8013
916077271	2203	9432
916077271	2203	9457
916148927	2203	9210
916182363	2203	9688
916182363	2203	10519
916205776	2203	4673
916205776	2203	7509
916235000	2203	1447
916239576	2203	10779
916239576	2203	10780
916239576	2203	10781
916239576	2203	10790
916239576	2203	10791
916239576	2203	10792
916239576	2203	10799
916239576	2203	10801
916240135	2203	5434
916240135	2203	7032
916240135	2203	9726
916240135	2203	10069
916243554	2203	2003
916243554	2203	2613
916243554	2203	2892
916243554	2203	7793
916243554	2203	10524
916255410	2203	1895
916255410	2203	2898
916255410	2203	7817
916255410	2203	8049
916256242	2203	2299
916256242	2203	2930
916256242	2203	3263
916256242	2203	5162
916256242	2203	6179
916256658	2203	3446
916256658	2203	4908
916256658	2203	6717
916258257	2203	3408
916258257	2203	3410
916258257	2203	7314
916258257	2203	7316
916258907	2203	2808
916258907	2203	3207
916263964	2203	9212
916263964	2203	9323
916263964	2203	9324
916263964	2203	9325
916263964	2203	9326
916272193	2203	2449
916272193	2203	2453
916272193	2203	2454
916272193	2203	5572
916272193	2203	8787
916272193	2203	10261
916278589	2203	2327
916278589	2203	2328
916278589	2203	2329
916278589	2203	2346
916278589	2203	5196
916286857	2203	2918
916291303	2203	1008
916291303	2203	2599
916298453	2203	3538
916298453	2203	3623
916298453	2203	9988
916298453	2203	10264
916299168	2203	1267
916299168	2203	1278
916299168	2203	1980
916299168	2203	3435
916299168	2203	6568
916304524	2203	2228
916307891	2203	1771
916307891	2203	1772
916310933	2203	1613
916310933	2203	2186
916310933	2203	2416
916310933	2203	3010
916310933	2203	6751
916314508	2203	1943
916314508	2203	3879
916314508	2203	5167
916314508	2203	7092
916315873	2203	1631
916315873	2203	3001
916315873	2203	3013
916319149	2203	2882
916319149	2203	5386
916319149	2203	5428
916319149	2203	7541
916320553	2203	1409
916320553	2203	1410
916320553	2203	3951
916320553	2203	3952
916320553	2203	4673
916320553	2203	7509
916324765	2203	2322
916324765	2203	5893
916324765	2203	6919
916324765	2203	7256
916324765	2203	7261
916324765	2203	10300
916324765	2203	10301
916332357	2203	1331
916332357	2203	6836
916332357	2203	8266
916332357	2203	8267
916333488	2203	1644
916333488	2203	3016
916333488	2203	6074
916333488	2203	8051
916333488	2203	8855
916341327	2203	1337
916341327	2203	4712
916341327	2203	7849
916354067	2203	2607
916354067	2203	6307
916354067	2203	9076
916354067	2203	9239
916359943	2203	1327
916359943	2203	1877
916359943	2203	1886
916359943	2203	9447
916362764	2203	5260
916362764	2203	6751
916362764	2203	7573
916362764	2203	7574
916362764	2203	9211
916365143	2203	6582
916396837	2203	5881
916396915	2203	3293
916396915	2203	10291
916396915	2203	10432
916437826	2203	10546
916562964	2203	2616
916562964	2203	7096
916562964	2203	7780
916562964	2203	9738
916572038	2203	6629
916572038	2203	6960
916572038	2203	10012
916572038	2203	10014
916572038	2203	10053
916579851	2203	8761
916579851	2203	10418
916579851	2203	10430
916588509	2203	1415
916588509	2203	1749
916588509	2203	3951
916588509	2203	3952
916588509	2203	7219
916588509	2203	7233
916210105	2203	9605
916210105	2203	9612
916235000	2203	5948
916235000	2203	8418
916235000	2203	8419
916235000	2203	10403
916256242	2203	8795
916258907	2203	9419
916258907	2203	10030
916258907	2203	10418
916258907	2203	10430
916291303	2203	5252
916291303	2203	5421
916291303	2203	10358
916310283	2203	7551
916310283	2203	7949
916310283	2203	7954
916310283	2203	7968
916310283	2203	10028
916315873	2203	8328
916315873	2203	10857
916359943	2203	10567
916453712	2203	2194
916453712	2203	2979
916453712	2203	2996
916453712	2203	4988
916463683	2203	2351
916463683	2203	2352
916463683	2203	4988
916466790	2203	1453
916466790	2203	1454
916466790	2203	5476
916466790	2203	9439
916470729	2203	2609
916470729	2203	2702
916470729	2203	6269
916470729	2203	6908
916470729	2203	7761
916493128	2203	6541
916494506	2203	2459
916494506	2203	6967
916494506	2203	8373
916494506	2203	8454
916501812	2203	3401
916501812	2203	6146
916502033	2203	1912
916502033	2203	1914
916502033	2203	6422
916509261	2203	2206
916509261	2203	2784
916509261	2203	3846
916509261	2203	5598
916509261	2203	9567
916520766	2203	2983
916520766	2203	2988
916520766	2203	8289
916523730	2203	6928
916523730	2203	7262
916523730	2203	8834
916523730	2203	10265
916523730	2203	10306
916523730	2203	10311
916528293	2203	3443
916528293	2203	3447
916528293	2203	3455
916528293	2203	4908
916528293	2203	9661
916528293	2203	10132
916556880	2203	3550
916556880	2203	8134
916556880	2203	9118
916559311	2203	1207
916559311	2203	5770
916559311	2203	6304
916560078	2203	3577
916560078	2203	3579
916560078	2203	3581
916560078	2203	4424
916564563	2203	5393
916564563	2203	5398
