School ID	Term Code	Course Registration Number
916564563	2203	6437
916564563	2203	7037
916564563	2203	7846
916564563	2203	9755
916567995	2203	2066
916567995	2203	2068
916567995	2203	2070
916567995	2203	7297
916569815	2203	5576
916569815	2203	8496
916573377	2203	2885
916573377	2203	7947
916573377	2203	8429
916573377	2203	9749
916578616	2203	3191
916578616	2203	3207
916578616	2203	7831
916578616	2203	9686
916578616	2203	10870
916578616	2203	10888
916578616	2203	10894
916579929	2203	6976
916579929	2203	9201
916579929	2203	9434
916584882	2203	1216
916584882	2203	1220
916584882	2203	1221
916587313	2203	1615
916587313	2203	1882
916587313	2203	2798
916587313	2203	6759
916587313	2203	6766
916587313	2203	8587
916587690	2203	3437
916587690	2203	3448
916587690	2203	3455
916587690	2203	9210
916587690	2203	10131
916627977	2203	2882
916627977	2203	6430
916627977	2203	9567
916627977	2203	10909
916647802	2203	3735
916647802	2203	7789
916647802	2203	7983
916647802	2203	8304
916647802	2203	8653
916647802	2203	8839
916647802	2203	8840
916700400	2203	6161
916700400	2203	6823
916700400	2203	9412
916700491	2203	2101
916700491	2203	2102
916700491	2203	2641
916700491	2203	6951
916700491	2203	7283
916715363	2203	8916
916742702	2203	2783
916742702	2203	2790
916742702	2203	5582
916742702	2203	10537
916463683	2203	6936
916463683	2203	7260
916463683	2203	8709
916493128	2203	7067
916493128	2203	10193
916516775	2203	5387
916516775	2203	7002
916570595	2203	5162
916570595	2203	7115
916570595	2203	7116
916570595	2203	7295
916570595	2203	8427
916570595	2203	8428
916570595	2203	10116
916584882	2203	6713
916584882	2203	9113
916584882	2203	9212
916591057	2203	6779
916591057	2203	6780
916591057	2203	6838
916591057	2203	7542
916591057	2203	7853
916591057	2203	7857
916604122	2203	6732
916604122	2203	7728
916607827	2203	6822
916607827	2203	6823
916607827	2203	6827
916611961	2203	2561
916617824	2203	5781
916617824	2203	6686
916617824	2203	7067
916617824	2203	10461
916623336	2203	8590
916629693	2203	2448
916629693	2203	2979
916629693	2203	3934
916631227	2203	2443
916631227	2203	4977
916631227	2203	5666
916631227	2203	6172
916631227	2203	6953
916631227	2203	6955
916631227	2203	6956
916635647	2203	1750
916635647	2203	9322
916635647	2203	9327
916635647	2203	9370
916635647	2203	10157
916642719	2203	2205
916642719	2203	6537
916643473	2203	2009
916643473	2203	9267
916643473	2203	9365
916643473	2203	10340
916646034	2203	1315
916646034	2203	1318
916646034	2203	6836
916646034	2203	7627
916650805	2203	3443
916650805	2203	4908
916650805	2203	8304
916650805	2203	8453
916653977	2203	1173
916653977	2203	1631
916653977	2203	6751
916653977	2203	10219
916653977	2203	10955
916657721	2203	2530
916657721	2203	5137
916657721	2203	5440
916657721	2203	7218
916657721	2203	7232
916657721	2203	7246
916660581	2203	3737
916660581	2203	6857
916660581	2203	7089
916660581	2203	7532
916660581	2203	10857
916663324	2203	1314
916663324	2203	1330
916663324	2203	6421
916663324	2203	7169
916663324	2203	7170
916663324	2203	10517
916663480	2203	2205
916663480	2203	6716
916663480	2203	8305
916663480	2203	8307
916663480	2203	10381
916669356	2203	2014
916669356	2203	3438
916669356	2203	5429
916669356	2203	6847
916669356	2203	9056
916669902	2203	2862
916669902	2203	8287
916670539	2203	1750
916670539	2203	1751
916670539	2203	1757
916670539	2203	9422
916670539	2203	9423
916672034	2203	3444
916672034	2203	3451
916672034	2203	6430
916672034	2203	8364
916672307	2203	1775
916674153	2203	2899
916674153	2203	3893
916674153	2203	5637
916674153	2203	8053
916674868	2203	3859
916674868	2203	7734
916674868	2203	9329
916674868	2203	9330
916675726	2203	3616
916675726	2203	6297
916675726	2203	6878
916675726	2203	7497
916675726	2203	9983
916677208	2203	7548
916677208	2203	7550
916677208	2203	7871
916677208	2203	7954
916678391	2203	1369
916678391	2203	2784
916678391	2203	6768
916678391	2203	9530
916679535	2203	1206
916679535	2203	5327
916679535	2203	6796
916679535	2203	6939
916679535	2203	7449
916685645	2203	5383
916685645	2203	5626
916685645	2203	6270
916685645	2203	6664
916685645	2203	10308
916685645	2203	10309
916690624	2203	7216
916690624	2203	7230
916690624	2203	7244
916690624	2203	7280
916690624	2203	8469
916690624	2203	8470
916690624	2203	10362
916697657	2203	6568
916697657	2203	7781
916697657	2203	8659
916701544	2203	1182
916701544	2203	2415
916701544	2203	3443
916701544	2203	6498
916701544	2203	6499
916701544	2203	6717
916706250	2203	1644
916706250	2203	3002
916706250	2203	6074
916706250	2203	7750
916706250	2203	9371
916706250	2203	10266
916708941	2203	2009
916710059	2203	1320
916710059	2203	1324
916710059	2203	1327
916710059	2203	1329
916710059	2203	7627
916713413	2203	1411
916713413	2203	1412
916713413	2203	2837
916713413	2203	5153
916713413	2203	10293
916714661	2203	2635
916714661	2203	4965
916714661	2203	9674
916714661	2203	10160
916714661	2203	10537
916716442	2203	1358
916716442	2203	2005
916716442	2203	3623
916716442	2203	5434
916716442	2203	8485
916720901	2203	7775
916720901	2203	7777
916723280	2203	2112
916723280	2203	2113
916723280	2203	2449
916723280	2203	6939
916723280	2203	10426
916724216	2203	1429
916724216	2203	1770
916724216	2203	5252
916724216	2203	6568
916724216	2203	7509
916727219	2203	1446
916728467	2203	1328
916728467	2203	1332
916729572	2203	1407
916729572	2203	1408
916729572	2203	6568
916729572	2203	9398
916729572	2203	9580
916732354	2203	6650
916732354	2203	8114
916732354	2203	8115
916732354	2203	8869
916734733	2203	4711
916734733	2203	5597
916734733	2203	6656
916734733	2203	7051
916734733	2203	8641
916737177	2203	2607
916737177	2203	2638
916737177	2203	2641
916737177	2203	9633
916737944	2203	2328
916737944	2203	2930
916739621	2203	1647
916739621	2203	2195
916739621	2203	2797
916739621	2203	4632
916747369	2203	2882
916747369	2203	2946
916748565	2203	5578
916748565	2203	8012
916748565	2203	8112
916753284	2203	3016
916753284	2203	5648
916753284	2203	6307
916753284	2203	10100
916753284	2203	10324
916760304	2203	1205
916760304	2203	3600
916760304	2203	6813
916760304	2203	10551
916763268	2203	1328
916763268	2203	1332
916763268	2203	1341
916763268	2203	1403
916763268	2203	5375
916763268	2203	7841
916766375	2203	4343
916766375	2203	6430
916766375	2203	9507
916766375	2203	10424
916768260	2203	2113
916768260	2203	2116
916768260	2203	6337
916768260	2203	8875
916771497	2203	2899
916771497	2203	6579
916771497	2203	9449
916771575	2203	2192
916771575	2203	10442
916771575	2203	11005
916773252	2203	7096
916773252	2203	9745
916779674	2203	1641
916779674	2203	6759
916779674	2203	6767
916779674	2203	8283
916787890	2203	1430
916787890	2203	1431
916787890	2203	3669
916789580	2203	1358
916789580	2203	3203
916789580	2203	3538
916789580	2203	10506
916789944	2203	1398
916789944	2203	2830
916789944	2203	5658
916789944	2203	8646
916789944	2203	9388
916790997	2203	6699
916790997	2203	9267
916790997	2203	9268
916790997	2203	9270
916790997	2203	10340
916791049	2203	2642
916791049	2203	3401
916791049	2203	5770
916791049	2203	9382
916797172	2203	1698
916797172	2203	10918
916803165	2203	4342
916803165	2203	4346
916803165	2203	7761
916803165	2203	7821
916803165	2203	10424
916834274	2203	1403
916834274	2203	8324
916834274	2203	8493
916834274	2203	8503
916834274	2203	10153
916834274	2203	10999
916899508	2203	3738
916899508	2203	7789
916899508	2203	7983
916899508	2203	9288
916927354	2203	3618
916927354	2203	5449
916927354	2203	9989
916970644	2203	2014
916970644	2203	2526
916970644	2203	4965
916970644	2203	7554
916970644	2203	9208
916970644	2203	9209
916990898	2203	2901
916990898	2203	9921
917012907	2203	2882
917012907	2203	5252
917012907	2203	6551
917012907	2203	8654
917012907	2203	9213
916604122	2203	8342
916604122	2203	8436
916604122	2203	8480
916604122	2203	10603
916611961	2203	9694
916611961	2203	9695
916620008	2203	6308
916620008	2203	6797
916620008	2203	7417
916620008	2203	9262
916639911	2203	3451
916639911	2203	3455
916639911	2203	6109
916639911	2203	6716
916639911	2203	6717
916639911	2203	10381
916669902	2203	10126
916669902	2203	10127
916708941	2203	6430
916708941	2203	7740
916708941	2203	8756
916708941	2203	10049
916727219	2203	6568
916727219	2203	6731
916727219	2203	7822
916727219	2203	9215
916728467	2203	5615
916728467	2203	7543
916728467	2203	10567
916737944	2203	5252
916737944	2203	6918
916737944	2203	7756
916747369	2203	4575
916747369	2203	6977
916747369	2203	7032
916747369	2203	9749
916748565	2203	9457
916756625	2203	6032
916756625	2203	6988
916756625	2203	9744
916756625	2203	10567
916787890	2203	8420
916787890	2203	8421
916787890	2203	9405
916787890	2203	9406
916802242	2203	3958
916802242	2203	8403
916802242	2203	8501
916802242	2203	9398
916802242	2203	9405
916802242	2203	9406
916802242	2203	9697
916805375	2203	1403
916805375	2203	3252
916805375	2203	6176
916805375	2203	7191
916805375	2203	7192
916805375	2203	7193
916805375	2203	8810
916806818	2203	9476
916806818	2203	10046
916806818	2203	10568
916809639	2203	1281
916809639	2203	3904
916809639	2203	3905
916809639	2203	5316
916809639	2203	7207
916809639	2203	7221
916809639	2203	7235
916812083	2203	2194
916812083	2203	2409
916812083	2203	3934
916817946	2203	9682
916817946	2203	9726
916818908	2203	2706
916818908	2203	5770
916818908	2203	6709
916818908	2203	8000
916818908	2203	8001
916818908	2203	8062
916820585	2203	2612
916820585	2203	9743
916820585	2203	10390
916820585	2203	10524
916821547	2203	2105
916821547	2203	3254
916821547	2203	6902
916821547	2203	8465
916821547	2203	8466
916821898	2203	3437
916821898	2203	3446
916821898	2203	3450
916821898	2203	5378
916821898	2203	8363
916827943	2203	1698
916827943	2203	1717
916827943	2203	7795
916827943	2203	8672
916827943	2203	9491
916835080	2203	2116
916835080	2203	7981
916835080	2203	7982
916835080	2203	10429
916835080	2203	10465
916837121	2203	2153
916838863	2203	3584
916838863	2203	3585
916838863	2203	3590
916838863	2203	3591
916838863	2203	3592
916838863	2203	9032
916840475	2203	5387
916843257	2203	2761
916843257	2203	6632
916843257	2203	6654
916843257	2203	6668
916843257	2203	6949
916859000	2203	1641
916859000	2203	3002
916859000	2203	5656
916859000	2203	8051
916859000	2203	9371
916859000	2203	10266
916859325	2203	1418
916859325	2203	1419
916859325	2203	1425
916859325	2203	1426
916859325	2203	2831
916859325	2203	6597
916859325	2203	10995
916862328	2203	1638
916862328	2203	10147
916864512	2203	3189
916864512	2203	3237
916864512	2203	5472
916864512	2203	7760
916864512	2203	8495
916875159	2203	2368
916875159	2203	2761
916875159	2203	5609
916875159	2203	9487
916876238	2203	5435
916876238	2203	9495
916876238	2203	9552
916876238	2203	9586
916876238	2203	9595
916878201	2203	6323
916878201	2203	6976
916878201	2203	7836
916878201	2203	8743
916882530	2203	6777
916882530	2203	6778
916882530	2203	6781
916882530	2203	8018
916889277	2203	3937
916889277	2203	8495
916889277	2203	9401
916889277	2203	10815
916891747	2203	2182
916891747	2203	2411
916891747	2203	5252
916891747	2203	10115
916895010	2203	1201
916895010	2203	3622
916895010	2203	9274
916895010	2203	9299
916895010	2203	9300
916895673	2203	2614
916895673	2203	2889
916895673	2203	2893
916895673	2203	9349
916895673	2203	10524
916898494	2203	3673
916900366	2203	3444
916900366	2203	3451
916900366	2203	3455
916900366	2203	3887
916900366	2203	5387
916900366	2203	9211
916900535	2203	2198
916900535	2203	7029
916900535	2203	8842
916900535	2203	10215
916900535	2203	10422
916900886	2203	5402
916900886	2203	5424
916900886	2203	6750
916900886	2203	7057
916900886	2203	9400
916905475	2203	3935
916905475	2203	7052
916905475	2203	10234
916905475	2203	10504
916905475	2203	10505
916915225	2203	9207
916915225	2203	9273
916915225	2203	9324
916915225	2203	9325
916915225	2203	9327
916915225	2203	9370
916920841	2203	2641
916920841	2203	3397
916920841	2203	3398
916920841	2203	7051
916920841	2203	7311
916920932	2203	2891
916920932	2203	7036
916920932	2203	9580
916920932	2203	10849
916921283	2203	1888
916921283	2203	1892
916921283	2203	6215
916921283	2203	9464
916925768	2203	1645
916925768	2203	2992
916925768	2203	8345
916925768	2203	10449
916926054	2203	3610
916926054	2203	5171
916926054	2203	6568
916926054	2203	7811
916931605	2203	1270
916931605	2203	7800
916931605	2203	8848
916931605	2203	9656
916943942	2203	1168
916943942	2203	1615
916943942	2203	2205
916943942	2203	6742
916943942	2203	9608
916947751	2203	1878
916947751	2203	8036
916947751	2203	8076
916947751	2203	9457
916950546	2203	1626
916950546	2203	2183
916950546	2203	10364
916953263	2203	9481
916953263	2203	10514
916955837	2203	8919
916957592	2203	3902
916957592	2203	3903
916957592	2203	7207
916957592	2203	7221
916957592	2203	7235
916957592	2203	8469
916957592	2203	8470
916957826	2203	1881
916957826	2203	2607
916957826	2203	6147
916957826	2203	8080
916957826	2203	8083
916957826	2203	9702
916960439	2203	2883
916960439	2203	3024
916960439	2203	3030
916960439	2203	3072
916960439	2203	3093
916960439	2203	9722
916960439	2203	10243
916974583	2203	2328
916974583	2203	2357
916974583	2203	2358
916975181	2203	2004
916975181	2203	5205
916975181	2203	5571
916975181	2203	10158
916975181	2203	10806
916975194	2203	2635
916975194	2203	7551
916975194	2203	7855
916975194	2203	7952
916975194	2203	7968
916975194	2203	8093
916976455	2203	1881
916976455	2203	6977
916976455	2203	7576
916976455	2203	7684
916976455	2203	7812
916976455	2203	8530
916976455	2203	9892
916979263	2203	1403
916979263	2203	2882
916979263	2203	6742
916979263	2203	8854
916979263	2203	9201
916985802	2203	3538
916985802	2203	6568
916985802	2203	6867
916985802	2203	8503
916989338	2203	9632
916989338	2203	10075
917000765	2203	1215
917000765	2203	2546
917000765	2203	3874
917000765	2203	3875
917000765	2203	9264
917012543	2203	2564
917012543	2203	5573
917012543	2203	6263
917012543	2203	6551
917012543	2203	6866
917151201	2203	4998
917151201	2203	5298
917151201	2203	9391
917151201	2203	9580
917236910	2203	2673
916800032	2203	7810
916800032	2203	9448
916800032	2203	9462
916800032	2203	10925
916812083	2203	5946
916812083	2203	7574
916837121	2203	6257
916837121	2203	7982
916837121	2203	10455
916898494	2203	5997
916898494	2203	6077
916898494	2203	8325
916898494	2203	10499
916976455	2203	10436
916985802	2203	10269
917002624	2203	7725
917002624	2203	8136
917003716	2203	7538
917003716	2203	8117
917003716	2203	8118
917003716	2203	8256
917003716	2203	10011
917013843	2203	8485
917013843	2203	9507
917013843	2203	9633
917013843	2203	9908
917013843	2203	9910
917014298	2203	1342
917014298	2203	1348
917014298	2203	1349
917014298	2203	5377
917014298	2203	5393
917023385	2203	2550
917023385	2203	7857
917027077	2203	3455
917027077	2203	3739
917027077	2203	3955
917027077	2203	10077
917027077	2203	10572
917028598	2203	2115
917028598	2203	5781
917028598	2203	7826
917028598	2203	7981
917028598	2203	10849
917029989	2203	2451
917029989	2203	2452
917029989	2203	4981
917029989	2203	7794
917029989	2203	8300
917029989	2203	9208
917029989	2203	9209
917029989	2203	9775
917031393	2203	1131
917031393	2203	1446
917031393	2203	3603
917031393	2203	3953
917031393	2203	3954
917031393	2203	7509
917032355	2203	8916
917039557	2203	1378
917039557	2203	1379
917039557	2203	3389
917039557	2203	3391
917039557	2203	10651
917045550	2203	1750
917045550	2203	1752
917045550	2203	3247
917045550	2203	3251
917045550	2203	7484
917045550	2203	8403
917045550	2203	8501
917054598	2203	2985
917054598	2203	5547
917054598	2203	6756
917054598	2203	6763
917054598	2203	8673
917058212	2203	1168
917058212	2203	2205
917058212	2203	2209
917058212	2203	6257
917058212	2203	6742
917062372	2203	3879
917062372	2203	5285
917062372	2203	10060
917063984	2203	8916
917064322	2203	6629
917064322	2203	6633
917064322	2203	10015
917064322	2203	10023
917064322	2203	10025
917070211	2203	2777
917070211	2203	2783
917070211	2203	2790
917070211	2203	7160
917070211	2203	9976
917070211	2203	10537
917073019	2203	2609
917073019	2203	7444
917077218	2203	2997
917077218	2203	3012
917077218	2203	6074
917077218	2203	8021
917077218	2203	8051
917077595	2203	1345
917077595	2203	6283
917077595	2203	9752
917077595	2203	9755
917077595	2203	10567
917079961	2203	2324
917079961	2203	3200
917079961	2203	6920
917079961	2203	6937
917079961	2203	10364
917089061	2203	1886
917089061	2203	5605
917089061	2203	5636
917089061	2203	6568
917089061	2203	9451
917089490	2203	2564
917089490	2203	3395
917089490	2203	3396
917089490	2203	6307
917089490	2203	7449
917092324	2203	9200
917092623	2203	6568
917092623	2203	7946
917092623	2203	7948
917097277	2203	5690
917097277	2203	9398
917097277	2203	10510
917097901	2203	10812
917097901	2203	10813
917102607	2203	3391
917102607	2203	3401
917102607	2203	9245
917102607	2203	9986
917105181	2203	1639
917105181	2203	5946
917105181	2203	5947
917105181	2203	8633
917108184	2203	2115
917108184	2203	5165
917108184	2203	7165
917108184	2203	10465
917114346	2203	1875
917114346	2203	5634
917114346	2203	9429
917127515	2203	1750
917127515	2203	1751
917127515	2203	8137
917127515	2203	8467
917127515	2203	8468
917128035	2203	8266
917128035	2203	8267
917128035	2203	8631
917130999	2203	6704
917130999	2203	7554
917130999	2203	8868
917130999	2203	9467
917130999	2203	9477
917137564	2203	3455
917137564	2203	3604
917137564	2203	3606
917137564	2203	3607
917139176	2203	3024
917140944	2203	1357
917140944	2203	1361
917150876	2203	9752
917150876	2203	9757
917153255	2203	9270
917153255	2203	9369
917155790	2203	1739
917155790	2203	1745
917155790	2203	2831
917155790	2203	2852
917155790	2203	7997
917155790	2203	7998
917156869	2203	4506
917156869	2203	10124
917158273	2203	2995
917158273	2203	6018
917166502	2203	6765
917166502	2203	6959
917166502	2203	8803
917166580	2203	2090
917166580	2203	2095
917168153	2203	5638
917168153	2203	7952
917168153	2203	8643
917168153	2203	10949
917185716	2203	1783
917185716	2203	1784
917185716	2203	5384
917185716	2203	7247
917185716	2203	7322
917191943	2203	10731
917191943	2203	10732
917232412	2203	3656
917232412	2203	3661
917235766	2203	1456
917235766	2203	1458
917235766	2203	8303
917235766	2203	9576
917249793	2203	2351
917249793	2203	2352
917249793	2203	7262
917249793	2203	10303
917249793	2203	10305
917249793	2203	10353
917249793	2203	10596
917249793	2203	10597
917255656	2203	2412
917255656	2203	2979
917255656	2203	2995
917255656	2203	3933
917259699	2203	2445
917259699	2203	2446
917259699	2203	2450
917259699	2203	8272
917259699	2203	9695
917292888	2203	4964
917292888	2203	9884
917292888	2203	10219
917292888	2203	10542
917318043	2203	2852
917318043	2203	3871
917318043	2203	10520
917356172	2203	8028
917356172	2203	9613
917356172	2203	10238
917356172	2203	10569
917364817	2203	6766
917364817	2203	6767
917364817	2203	7047
917364817	2203	8283
917014298	2203	8670
917028780	2203	3873
917028780	2203	6414
917028780	2203	9170
917028780	2203	9217
917028780	2203	9330
917069587	2203	7540
917137564	2203	6505
917137564	2203	6713
917137564	2203	10453
917139176	2203	6568
917139176	2203	8483
917139176	2203	9660
917139176	2203	10506
917139176	2203	10507
917158273	2203	7551
917158273	2203	7949
917158273	2203	7953
917158273	2203	10261
917232412	2203	6427
917249923	2203	1874
917249923	2203	7170
917249923	2203	9597
917250157	2203	3484
917250157	2203	3485
917252133	2203	1392
917254018	2203	3446
917254018	2203	5589
917254018	2203	10114
917254018	2203	10135
917254629	2203	1641
917254629	2203	2882
917254629	2203	6761
917254629	2203	6767
917254629	2203	8283
917256683	2203	5039
917256683	2203	6016
917256683	2203	6307
917256683	2203	7415
917256683	2203	10909
917257502	2203	2436
917257502	2203	5252
917257502	2203	6538
917257502	2203	7969
917266563	2203	2198
917266563	2203	7029
917266563	2203	8842
917266563	2203	10215
917266563	2203	10422
917273700	2203	7537
917273700	2203	7538
917273700	2203	7968
917274662	2203	1751
917274662	2203	2838
917274662	2203	2839
917274662	2203	2852
917276781	2203	2564
917276781	2203	8136
917279251	2203	1268
917279251	2203	1273
917279251	2203	1606
917279251	2203	2416
917279251	2203	5252
917281669	2203	2371
917281669	2203	6804
917281669	2203	6941
917281669	2203	7546
917282501	2203	2324
917282501	2203	6170
917282501	2203	6936
917282501	2203	10300
917282501	2203	10301
917282501	2203	10938
917282501	2203	10939
917287584	2203	1399
917287584	2203	1400
917287584	2203	2439
917287584	2203	8639
917287584	2203	9845
917287584	2203	10651
917293109	2203	6340
917293109	2203	9252
917293109	2203	9254
917293109	2203	9262
917293109	2203	9417
917293109	2203	9480
917302768	2203	2081
917302768	2203	2087
917304289	2203	3026
917304289	2203	3028
917304289	2203	3029
917304289	2203	3078
917304289	2203	3081
917304289	2203	3085
917304289	2203	5328
917304289	2203	6835
917304744	2203	2778
917304744	2203	2785
917304744	2203	4999
917304744	2203	5315
917304744	2203	8657
917305667	2203	2216
917305667	2203	2222
917305667	2203	2223
917305667	2203	5657
917305667	2203	10326
917305667	2203	10433
917305667	2203	10440
917306928	2203	2301
917306928	2203	2321
917306928	2203	2337
917306928	2203	2338
917306928	2203	2343
917306928	2203	6299
917308579	2203	1421
917308579	2203	1780
917308579	2203	3951
917308579	2203	3952
917308579	2203	4673
917308579	2203	9215
917309853	2203	3400
917309853	2203	9239
917309853	2203	9240
917309853	2203	9244
917310217	2203	8302
917310217	2203	8324
917310217	2203	9200
917310217	2203	10263
917311387	2203	7418
917311387	2203	7768
917311387	2203	7782
917311387	2203	9076
917313818	2203	2113
917313818	2203	3621
917313818	2203	4388
917313818	2203	7108
917318550	2203	6532
917318550	2203	8077
917318550	2203	8082
917318550	2203	8435
917318550	2203	9707
917319863	2203	2450
917319863	2203	3946
917319863	2203	5664
917319863	2203	9769
917320825	2203	1876
917320825	2203	6592
917320825	2203	7250
917320825	2203	9773
917321267	2203	7756
917321267	2203	10295
917321267	2203	10296
917321267	2203	10368
917328248	2203	5198
917328248	2203	5965
917328248	2203	5967
917328248	2203	5971
917328248	2203	5976
917331290	2203	8916
917331355	2203	7453
917331355	2203	8077
917331355	2203	8082
917331355	2203	8435
917332863	2203	1269
917332863	2203	2436
917332863	2203	3384
917332863	2203	8515
917332863	2203	9891
917333084	2203	1972
917333084	2203	2553
917333084	2203	5204
917333084	2203	7723
917333084	2203	9628
917334904	2203	3737
917334904	2203	3738
917334904	2203	6344
917334904	2203	7517
917334904	2203	7712
917334904	2203	7985
917337920	2203	1142
917337920	2203	1403
917337920	2203	1876
917337920	2203	5634
917339090	2203	7076
917339090	2203	8700
917339090	2203	8701
917343861	2203	2349
917343861	2203	2350
917343861	2203	2357
917343861	2203	2358
917343861	2203	4344
917343861	2203	6636
917343861	2203	6637
917343913	2203	6596
917343913	2203	6630
917343913	2203	6960
917343913	2203	7087
917343913	2203	7498
917351544	2203	7495
917351544	2203	7804
917351544	2203	7950
917351544	2203	7955
917353065	2203	2447
917353065	2203	3270
917353065	2203	3271
917353065	2203	10251
917353065	2203	10310
917353403	2203	8078
917354794	2203	5455
917354794	2203	7207
917354794	2203	7221
917354794	2203	7235
917354794	2203	8430
917354794	2203	9445
917354794	2203	9446
917355561	2203	1314
917355561	2203	2997
917355561	2203	6090
917358824	2203	1269
917358824	2203	1278
917358824	2203	1877
917358824	2203	5391
917358824	2203	9773
917359006	2203	2311
917359006	2203	2312
917359006	2203	2320
917359006	2203	2323
917359006	2203	7257
917359006	2203	10585
917360891	2203	2368
917360891	2203	2889
917361346	2203	7112
917361346	2203	8143
917361346	2203	8144
917361346	2203	9713
917361476	2203	5299
917361476	2203	7723
917361476	2203	7744
917361476	2203	7745
917361476	2203	9607
917363270	2203	1177
917363270	2203	1615
917363270	2203	2179
917364102	2203	3738
917364102	2203	5396
917364102	2203	5397
917364102	2203	7789
917364102	2203	7983
917364102	2203	8653
917364102	2203	9471
917384551	2203	3637
917384551	2203	3647
917384551	2203	3648
917384551	2203	6001
917413489	2203	3737
917413489	2203	6010
917413489	2203	7733
917413489	2203	9471
917445430	2203	5252
917445430	2203	6260
917445430	2203	7831
917445430	2203	8357
917445430	2203	8358
917445430	2203	9686
917455700	2203	2886
917455700	2203	5620
917455700	2203	9199
917455700	2203	10806
917481180	2203	3971
917481180	2203	3972
917481180	2203	6717
917481180	2203	8735
917481180	2203	10341
917529462	2203	1005
917529462	2203	3444
917529462	2203	4719
917529462	2203	5995
917529462	2203	9478
917252133	2203	2525
917252133	2203	5658
917252133	2203	6344
917252133	2203	6713
917352025	2203	7077
917352025	2203	8875
917352025	2203	10428
917360891	2203	8868
917360891	2203	9056
917360891	2203	10341
917363270	2203	6753
917363270	2203	8138
917365688	2203	1141
917365688	2203	5649
917365688	2203	9900
917365688	2203	11038
917369744	2203	2444
917369744	2203	2456
917369744	2203	2457
917369744	2203	8732
917369744	2203	8787
917369744	2203	10124
917370511	2203	1193
917370511	2203	1199
917370511	2203	1200
917371954	2203	8916
917372968	2203	7540
917372968	2203	10028
917373462	2203	1335
917373462	2203	2006
917373462	2203	4347
917373462	2203	10583
917374892	2203	3537
917374892	2203	5235
917374892	2203	5237
917374892	2203	5304
917377986	2203	9322
917377986	2203	9327
917377986	2203	9360
917377986	2203	9361
917377986	2203	9370
917378844	2203	1142
917378844	2203	6257
917378844	2203	6753
917378844	2203	7810
917379650	2203	2015
917379650	2203	7569
917379650	2203	9548
917384070	2203	1359
917384070	2203	2816
917384070	2203	2817
917384070	2203	6007
917384070	2203	6662
917391116	2203	1334
917391116	2203	6977
917391116	2203	7627
917391116	2203	8003
917391116	2203	8112
917391116	2203	9463
917391558	2203	5885
917391558	2203	6662
917391558	2203	7535
917391558	2203	7952
917391558	2203	9690
917396576	2203	6826
917398695	2203	2516
917398695	2203	2533
917398695	2203	4965
917398695	2203	7976
917399137	2203	2609
917399137	2203	5328
917399137	2203	6568
917399137	2203	7311
917400268	2203	3580
917400268	2203	9029
917402257	2203	2812
917402257	2203	2813
917402257	2203	3239
917402257	2203	3871
917402257	2203	5193
917402257	2203	5775
917402257	2203	6531
917407197	2203	1733
917407197	2203	5934
917407197	2203	5935
917407197	2203	6532
917407197	2203	9072
917407197	2203	9073
917407197	2203	10521
917413658	2203	3618
917413658	2203	3619
917413658	2203	5449
917413658	2203	9989
917415881	2203	3437
917415881	2203	9203
917415881	2203	9206
917415881	2203	9213
917415881	2203	9774
917418273	2203	3379
917418273	2203	5335
917418273	2203	9242
917418273	2203	9246
917421263	2203	1338
917421263	2203	5377
917421263	2203	5393
917421263	2203	5395
917421263	2203	5398
917425150	2203	8080
917425150	2203	8082
917425150	2203	8084
917425150	2203	9487
917425150	2203	10615
917425800	2203	2593
917425800	2203	2995
917425800	2203	3009
917425800	2203	4983
917425800	2203	6749
917425800	2203	10870
917427503	2203	5893
917438254	2203	2437
917438254	2203	2439
917438254	2203	7721
917438254	2203	10956
917439008	2203	3538
917439008	2203	3739
917439008	2203	7858
917439008	2203	8359
917439008	2203	8653
917439008	2203	9288
917445430	2203	10077
917450877	2203	1140
917451163	2203	5388
917453035	2203	2516
917453035	2203	2521
917453035	2203	2533
917453035	2203	4965
917453035	2203	9690
917453945	2203	1405
917453945	2203	1406
917453945	2203	1750
917453945	2203	3236
917453945	2203	3244
917453945	2203	8390
917453945	2203	8393
917465073	2203	2012
917465073	2203	6704
917466932	2203	1418
917466932	2203	1419
917466932	2203	1422
917466932	2203	5162
917466932	2203	8587
917466932	2203	8592
917467140	2203	3535
917467140	2203	3537
917467140	2203	5235
917467140	2203	5237
917467140	2203	6314
917469545	2203	2984
917469545	2203	7535
917469545	2203	7855
917469545	2203	7950
917469545	2203	7953
917471495	2203	1315
917471495	2203	1316
917471495	2203	1883
917471495	2203	2809
917471495	2203	5790
917471495	2203	5841
917471495	2203	9435
917473926	2203	1607
917473926	2203	2996
917473926	2203	4982
917473926	2203	5252
917473926	2203	6751
917476331	2203	6568
917476331	2203	9262
917476331	2203	9539
917476331	2203	10971
917479880	2203	3439
917479880	2203	3440
917480608	2203	2086
917480608	2203	2087
917480608	2203	2088
917480608	2203	6108
917481505	2203	9224
917481505	2203	9225
917481505	2203	9257
917481505	2203	9363
917481505	2203	9368
917481505	2203	9764
917482285	2203	4446
917482285	2203	5985
917482285	2203	5988
917482285	2203	5989
917485756	2203	3623
917485756	2203	6077
917485756	2203	8814
917486055	2203	1750
917486055	2203	3246
917486055	2203	3249
917486055	2203	3438
