452,HIST 0346-01,HIST034601-F19R
453,SCI 0205-01,SCI020501-F19R
454,SCI 0205-02,SCI020502-F19R
455,PHIL 0772-01,PHIL077201-F19R
456,SXS 0680-01,SXS068001-F19R
457,AA_S 0899-04,AA_S089904-F19R
458,KIN 0148-01,KIN014801-F19R
459,RRS 0420-01,RRS042001-F19R
460,RRS 0655-01,RRS065501-F19R
461,ART 0424-01,ART042401-F19R
462,RRS 0212-01,RRS021201-F19R
463,PLSI 0404-01,PLSI040401-F19R
464,I_R 0404-01,I_R040401-F19R
465,COMM 362G-02,COMM362G02-F19R
466,ITEC 0818-01,ITEC081801-F19R
467,ITEC 0850-01,ITEC085001-F19R
468,AA_S 0899-05,AA_S089905-F19R
469,EDAD 0723-02,EDAD072302-F19R
470,EDAD 0723-03,EDAD072303-F19R
471,EDAD 0723-04,EDAD072304-F19R
472,EDAD 0733-03,EDAD073303-F19R
473,EDAD 0733-04,EDAD073304-F19R
474,EDAD 0753-02,EDAD075302-F19R
475,EDAD 0753-03,EDAD075303-F19R
476,EDAD 0753-04,EDAD075304-F19R
477,AA_S 0899-06,AA_S089906-F19R
478,EDAD 0784-02,EDAD078402-F19R
479,EDAD 0784-03,EDAD078403-F19R
480,EDAD 0784-04,EDAD078404-F19R
481,RRS 0310-01,RRS031001-F19R
482,AFRS 0310-01,AFRS031001-F19R
483,RRS 0435-01,RRS043501-F19R
484,C_W 0855-01,C_W085501-F19R
485,RRS 0255-01,RRS025501-F19R
486,RPT 0200-03,RPT020003-F19R
487,MUS 0716-01,MUS071601-F19R
488,ACCT 0100-06,ACCT010006-F19R
489,DS 0199-01,DS019901-F19R
490,DS 0199-02,DS019902-F19R
491,DS 0199-03,DS019903-F19R
492,S_W 0503-01,S_W050301-F19R
493,S_W 0503-02,S_W050302-F19R
494,S_W 0740-01,S_W074001-F19R
495,S_W 0740-02,S_W074002-F19R
496,S_W 0740-03,S_W074003-F19R
497,S_W 0740-04,S_W074004-F19R
498,S_W 0741-01,S_W074101-F19R
499,ACCT 0100-02,ACCT010002-F19R
500,S_W 0741-02,S_W074102-F19R
501,S_W 0741-03,S_W074103-F19R
502,S_W 0741-04,S_W074104-F19R
503,CSC 0306-01,CSC030601-F19R
504,COMM 0427-01,COMM042701-F19R
505,A_U 0110-01,A_U011001-F19R
506,TH_A 405G-02,TH_A405G02-F19R
507,TH_A 0401-01,TH_A040101-F19R
508,HSS 0699-01,HSS069901-F19R
509,EXCO 0301-01,EXCO030101-F19R
510,ACCT 0100-04,ACCT010004-F19R
511,EXCO 0301-02,EXCO030102-F19R
512,EXCO 0301-03,EXCO030103-F19R
513,EXCO 0301-04,EXCO030104-F19R
514,CINE 0344-02,CINE034402-F19R
515,EXCO 0301-05,EXCO030105-F19R
516,EXCO 0301-06,EXCO030106-F19R
517,EXCO 0301-07,EXCO030107-F19R
518,EXCO 0301-08,EXCO030108-F19R
519,EXCO 0301-09,EXCO030109-F19R
520,EXCO 0301-10,EXCO030110-F19R
521,ACCT 0101-03,ACCT010103-F19R
522,EXCO 0301-11,EXCO030111-F19R
523,EXCO 0301-12,EXCO030112-F19R
524,SCI 0335-01,SCI033501-F19R
525,USP 0470-01,USP047001-F19R
526,SOC 0480-01,SOC048001-F19R
527,NURS 0721-02,NURS072102-F19R
528,KIN 0683-01,KIN068301-F19R
529,KIN 0683-02,KIN068302-F19R
530,PSY 0891-05,PSY089105-F19R
531,DES 0322-05,DES032205-F19R
532,ACCT 0101-02,ACCT010102-F19R
533,DES 0323-05,DES032305-F19R
534,ETHS 0110-17,ETHS011017-F19R
535,RRS 0110-17,RRS011017-F19R
536,BECA 0327-01,BECA032701-F19R
537,CHEM 0115-49,CHEM011549-F19R
539,CHEM 0115-51,CHEM011551-F19R
540,CHEM 0115-52,CHEM011552-F19R
541,CHEM 0115-53,CHEM011553-F19R
542,CHEM 0115-54,CHEM011554-F19R
543,ACCT 0101-07,ACCT010107-F19R
545,CHEM 0115-56,CHEM011556-F19R
546,CHEM 0115-57,CHEM011557-F19R
547,CHEM 0115-58,CHEM011558-F19R
548,CHEM 0115-59,CHEM011559-F19R
549,CHEM 0115-60,CHEM011560-F19R
551,CHEM 0115-62,CHEM011562-F19R
552,CHEM 0115-63,CHEM011563-F19R
554,ACCT 0301-01,ACCT030101-F19R
555,CHEM 0115-66,CHEM011566-F19R
556,CHEM 0115-65,CHEM011565-F19R
557,MATH 0124-41,MATH012441-F19R
558,MATH 0124-51,MATH012451-F19R
559,MATH 0124-42,MATH012442-F19R
560,MATH 0124-52,MATH012452-F19R
561,MATH 0124-43,MATH012443-F19R
562,MATH 0124-44,MATH012444-F19R
563,MATH 0124-45,MATH012445-F19R
564,ACCT 0301-02,ACCT030102-F19R
565,MATH 0124-46,MATH012446-F19R
566,MATH 0124-47,MATH012447-F19R
567,E_ED 0761-01,E_ED076101-F19R
568,E_ED 0642-01,E_ED064201-F19R
569,ENGR 0292-02,ENGR029202-F19R
570,ENGR 0100-03,ENGR010003-F19R
571,ENGR 0100-04,ENGR010004-F19R
572,ENG 0209-10,ENG020910-F19R
573,SOC 0510-02,SOC051002-F19R
574,C_J 0510-02,C_J051002-F19R
576,ENGR 0445-01,ENGR044501-F19R
577,ENGR 0445-02,ENGR044502-F19R
578,ENGR 0448-01,ENGR044801-F19R
579,GEOG 0625-01,GEOG062501-F19R
580,GEOG 0625-02,GEOG062502-F19R
581,S_ED 0761-01,S_ED076101-F19R
582,LTNS 0670-01,LTNS067001-F19R
585,ACCT 0302-01,ACCT030201-F19R
586,JS 0699-06,JS069906-F19R
587,CSC 0698-04,CSC069804-F19R
588,BIOL 0212-03,BIOL021203-F19R
589,BIOL 0210-02,BIOL021002-F19R
590,CSC 0890-03,CSC089003-F19R
591,PHIL 0110-46,PHIL011046-F19R
592,PHIL 0110-47,PHIL011047-F19R
593,PHIL 0110-48,PHIL011048-F19R
594,PHIL 0110-49,PHIL011049-F19R
595,AIS 0440-01,AIS044001-F19R
596,ACCT 0302-03,ACCT030203-F19R
597,AIS 0440-02,AIS044002-F19R
598,SXS 0440-01,SXS044001-F19R
599,WGS 0440-01,WGS044001-F19R
600,SXS 0440-02,SXS044002-F19R
601,WGS 0440-02,WGS044002-F19R
602,E_ED 0784-09,E_ED078409-F19R
603,E_ED 0784-10,E_ED078410-F19R
604,AA_S 0595-01,AA_S059501-F19R
605,MUS 0388-02,MUS038802-F19R
606,ACCT 0302-02,ACCT030202-F19R
607,E_ED 0610-02,E_ED061002-F19R
608,E_ED 0602-02,E_ED060202-F19R
609,CSC 0645-01,CSC064501-F19R
610,AIS 0410-02,AIS041002-F19R
611,ENG 0215-05,ENG021505-F19R
612,ENGR 0426-01,ENGR042601-F19R
613,BUS 0682-21,BUS068221-F19R
614,CSC 0256-03,CSC025603-F19R
615,ADM 0260-03,ADM026003-F19R
616,ADM 360G-02,ADM360G02-F19R
617,ACCT 0305-01,ACCT030501-F19R
618,ID 0245-02,ID024502-F19R
619,DES 0360-02,DES036002-F19R
620,BIOL 0700-03,BIOL070003-F19R
621,AIS 0160-01,AIS016001-F19R
622,AIS 0160-02,AIS016002-F19R
623,COMM 0150-70,COMM015070-F19R
624,COMM 0150-71,COMM015071-F19R
625,COMM 0150-72,COMM015072-F19R
626,COMM 0150-73,COMM015073-F19R
627,COMM 0150-74,COMM015074-F19R
628,ACCT 0305-02,ACCT030502-F19R
629,COUN 0890-06,COUN089006-F19R
630,MKTG 0431-04,MKTG043104-F19R
631,MKTG 0431-05,MKTG043105-F19R
632,TH_A 0530-02,TH_A053002-F19R
633,ISYS 0363-08,ISYS036308-F19R
634,AFRS 0101-03,AFRS010103-F19R
635,PSY 0493-02,PSY049302-F19R
636,E_ED 0333-02,E_ED033302-F19R
637,E_ED 0306-01,E_ED030601-F19R
638,PHIL 0828-02,PHIL082802-F19R
639,ACCT 0504-01,ACCT050401-F19R
640,CINE 0630-02,CINE063002-F19R
641,AA_S 0510-03,AA_S051003-F19R
642,CWL 0899-07,CWL089907-F19R
643,COMM 0150-75,COMM015075-F19R
644,BIOL 0211-09,BIOL021109-F19R
645,BIOL 0211-10,BIOL021110-F19R
646,BIOL 0211-11,BIOL021111-F19R
647,BIOL 0211-12,BIOL021112-F19R
648,BIOL 0211-13,BIOL021113-F19R
649,BIOL 0213-08,BIOL021308-F19R
650,ACCT 0506-01,ACCT050601-F19R
